state,record_date,total_confirmed,cured,deaths,confirmed
Maharashtra,2020-10-28,0,1478496,43463,1654028
Manipur,2020-10-28,0,13208,150,17604
Meghalaya,2020-10-28,0,7643,82,9136
Mizoram,2020-10-28,0,2233,0,2607
Nagaland,2020-10-28,0,6828,33,8726
Odisha,2020-10-28,0,268115,1272,283942
Puducherry,2020-10-28,0,30153,588,34482
Punjab,2020-10-28,0,123510,4138,131737
Rajasthan,2020-10-28,0,172028,1867,189844
Sikkim,2020-10-28,0,3534,67,3863
Tamil Nadu,2020-10-28,0,675518,10983,714235
Telangana,2020-10-28,0,214917,1319,234152
Tripura,2020-10-28,0,28355,344,30453
Uttarakhand,2020-10-28,0,56085,1007,60957
Uttar Pradesh,2020-10-28,0,440847,6940,474054
West Bengal,2020-10-28,0,314003,6604,357779
Andaman and Nicobar Islands,2020-10-29,0,4039,58,4289
Andhra Pradesh,2020-10-29,0,781509,6643,814774
Arunachal Pradesh,2020-10-29,0,12480,36,14580
Assam,2020-10-29,0,192517,917,205237
Bihar,2020-10-29,0,204178,1069,213576
Chandigarh,2020-10-29,0,13359,224,14212
Chhattisgarh,2020-10-29,0,157480,1936,181583
Dadra and Nagar Haveli and Daman and Diu,2020-10-29,0,3184,2,3237
Delhi,2020-10-29,0,334240,6396,370014
Goa,2020-10-29,0,39974,592,42968
Gujarat,2020-10-29,0,152858,3701,169891
Haryana,2020-10-29,0,149451,1758,162223
Himachal Pradesh,2020-10-29,0,18203,300,21149
Jammu and Kashmir,2020-10-29,0,84782,1455,93213
Jharkhand,2020-10-29,0,94326,880,100569
Karnataka,2020-10-29,0,733558,11046,812784
Kerala,2020-10-29,0,316692,1403,411464
Ladakh,2020-10-29,0,5369,74,6085
Madhya Pradesh,2020-10-29,0,156264,2913,169271
Maharashtra,2020-10-29,0,1486926,43554,1660766
Manipur,2020-10-29,0,13420,156,17809
Meghalaya,2020-10-29,0,7777,85,9226
Mizoram,2020-10-29,0,2238,1,2656
Nagaland,2020-10-29,0,6945,34,8824
Odisha,2020-10-29,0,270130,1284,285482
Puducherry,2020-10-29,0,30307,590,34583
Punjab,2020-10-29,0,123866,4158,132263
Rajasthan,2020-10-29,0,174044,1877,191629
Sikkim,2020-10-29,0,3545,67,3875
Tamil Nadu,2020-10-29,0,679377,11018,716751
Telangana,2020-10-29,0,216353,1324,235656
Tripura,2020-10-29,0,28525,345,30566
Uttarakhand,2020-10-29,0,56556,1009,61261
Uttar Pradesh,2020-10-29,0,443589,6958,476034
West Bengal,2020-10-29,0,317928,6664,361703
Andaman and Nicobar Islands,2020-10-30,0,4054,59,4305
Andhra Pradesh,2020-10-30,0,784752,6659,817679
Arunachal Pradesh,2020-10-30,0,12623,37,14668
Assam,2020-10-30,0,193574,923,205635
Bihar,2020-10-30,0,205108,1076,214242
Chandigarh,2020-10-30,0,13402,225,14292
Chhattisgarh,2020-10-30,0,159268,1989,183588
Dadra and Nagar Haveli and Daman and Diu,2020-10-30,0,3192,2,3243
Delhi,2020-10-30,0,338378,6423,375753
Goa,2020-10-30,0,40168,597,43201
Gujarat,2020-10-30,0,153941,3705,170878
Haryana,2020-10-30,0,150660,1766,163817
Himachal Pradesh,2020-10-30,0,18402,306,21476
Jammu and Kashmir,2020-10-30,0,85370,1466,93764
Jharkhand,2020-10-30,0,94787,883,100964
Karnataka,2020-10-30,0,741219,11091,816809
Kerala,2020-10-30,0,325166,1429,418484
Ladakh,2020-10-30,0,5438,74,6139
Madhya Pradesh,2020-10-30,0,157381,2929,169999
Maharashtra,2020-10-30,0,1494809,43710,1666668
Manipur,2020-10-30,0,13583,160,18051
Meghalaya,2020-10-30,0,7890,87,9303
Mizoram,2020-10-30,0,2258,1,2694
Nagaland,2020-10-30,0,7096,35,8894
Odisha,2020-10-30,0,272038,1297,287099
Puducherry,2020-10-30,0,30449,592,34761
Punjab,2020-10-30,0,124293,4168,132727
Rajasthan,2020-10-30,0,175977,1888,193419
Sikkim,2020-10-30,0,3558,67,3893
Tamil Nadu,2020-10-30,0,683464,11053,719403
Telangana,2020-10-30,0,217401,1330,237187
Tripura,2020-10-30,0,28737,346,30663
Uttarakhand,2020-10-30,0,57012,1009,61566
Uttar Pradesh,2020-10-30,0,446054,6983,477895
West Bengal,2020-10-30,0,321873,6725,365692
Andaman and Nicobar Islands,2020-10-31,0,4076,59,4317
Andhra Pradesh,2020-10-31,0,788375,6676,820565
Arunachal Pradesh,2020-10-31,0,12777,37,14752
Assam,2020-10-31,0,194668,926,206015
Bihar,2020-10-31,0,206346,1084,215327
Chandigarh,2020-10-31,0,13469,225,14351
Chhattisgarh,2020-10-31,0,160918,2038,185306
Dadra and Nagar Haveli and Daman and Diu,2020-10-31,0,3197,2,3248
Delhi,2020-10-31,0,342811,6470,381644
Goa,2020-10-31,0,40409,602,43416
Gujarat,2020-10-31,0,154968,3711,171847
Haryana,2020-10-31,0,151839,1777,165467
Himachal Pradesh,2020-10-31,0,18595,312,21798
Jammu and Kashmir,2020-10-31,0,86024,1471,94330
Jharkhand,2020-10-31,0,95208,883,101287
Karnataka,2020-10-31,0,749740,11140,820398
Kerala,2020-10-31,0,332994,1457,425122
Ladakh,2020-10-31,0,5493,74,6194
Madhya Pradesh,2020-10-31,0,158455,2941,170690
Maharashtra,2020-10-31,0,1503050,43837,1672858
Manipur,2020-10-31,0,13805,164,18272
Meghalaya,2020-10-31,0,8125,87,9382
Mizoram,2020-10-31,0,2284,1,2722
Nagaland,2020-10-31,0,7308,39,8945
Odisha,2020-10-31,0,273838,1308,288646
Puducherry,2020-10-31,0,30577,592,34908
Punjab,2020-10-31,0,124870,4187,133158
Rajasthan,2020-10-31,0,178064,1898,195213
Sikkim,2020-10-31,0,3591,68,3913
Tamil Nadu,2020-10-31,0,687388,11091,722011
Telangana,2020-10-31,0,218887,1336,238632
Tripura,2020-10-31,0,28878,346,30717
Uttarakhand,2020-10-31,0,57270,1011,61915
Uttar Pradesh,2020-10-31,0,448644,7007,480082
West Bengal,2020-10-31,0,325888,6784,369671
Andaman and Nicobar Islands,2020-11-01,0,4100,59,4332
Andhra Pradesh,2020-11-01,0,792083,6690,823348
Arunachal Pradesh,2020-11-01,0,12959,37,14852
Assam,2020-11-01,0,196054,930,206351
Bihar,2020-11-01,0,207480,1090,216086
Chandigarh,2020-11-01,0,13551,226,14418
Chhattisgarh,2020-11-01,0,163079,2101,187270
Dadra and Nagar Haveli and Daman and Diu,2020-11-01,0,3210,2,3251
Delhi,2020-11-01,0,347476,6511,386706
Goa,2020-11-01,0,40678,604,43626
Gujarat,2020-11-01,0,155982,3716,172782
Haryana,2020-11-01,0,153230,1789,167210
Himachal Pradesh,2020-11-01,0,18862,317,22059
Jammu and Kashmir,2020-11-01,0,86888,1478,94785
Jharkhand,2020-11-01,0,95575,884,101761
Karnataka,2020-11-01,0,757208,11168,823412
Kerala,2020-11-01,0,340324,1484,433105
Ladakh,2020-11-01,0,5539,75,6270
Madhya Pradesh,2020-11-01,0,159479,2951,171359
Maharashtra,2020-11-01,0,1510353,43911,1678406
Manipur,2020-11-01,0,14862,168,18502
Meghalaya,2020-11-01,0,8345,88,9452
Mizoram,2020-11-01,0,2291,1,2753
Nagaland,2020-11-01,0,7454,39,9047
Odisha,2020-11-01,0,275749,1320,290116
Puducherry,2020-11-01,0,30724,592,35013
Punjab,2020-11-01,0,125198,4203,133658
Rajasthan,2020-11-01,0,179984,1907,196993
Sikkim,2020-11-01,0,3617,72,3940
Tamil Nadu,2020-11-01,0,691236,11122,724522
Telangana,2020-11-01,0,220466,1341,240048
Tripura,2020-11-01,0,29048,346,30794
Uttarakhand,2020-11-01,0,57422,1023,62328
Uttar Pradesh,2020-11-01,0,451070,7025,481863
West Bengal,2020-11-01,0,329937,6841,373664
Andaman and Nicobar Islands,2020-11-02,0,4112,60,4340
Andhra Pradesh,2020-11-02,0,795592,6706,825966
Arunachal Pradesh,2020-11-02,0,13073,37,14881
Assam,2020-11-02,0,196784,931,206517
Bihar,2020-11-02,0,208644,1097,216707
Chandigarh,2020-11-02,0,13632,226,14476
Chhattisgarh,2020-11-02,0,164537,2150,188813
Dadra and Nagar Haveli and Daman and Diu,2020-11-02,0,3219,2,3255
Delhi,2020-11-02,0,351635,6562,392370
Goa,2020-11-02,0,40915,609,43768
Gujarat,2020-11-02,0,157110,3721,173642
Haryana,2020-11-02,0,154451,1795,168880
Himachal Pradesh,2020-11-02,0,18965,326,22264
Jammu and Kashmir,2020-11-02,0,87517,1482,95325
Jharkhand,2020-11-02,0,95973,885,102087
Karnataka,2020-11-02,0,765261,11192,827064
Kerala,2020-11-02,0,348835,1512,440130
Ladakh,2020-11-02,0,5629,75,6287
Madhya Pradesh,2020-11-02,0,160586,2958,172082
Maharashtra,2020-11-02,0,1514079,44024,1683775
Manipur,2020-11-02,0,15065,171,18750
Meghalaya,2020-11-02,0,8462,90,9607
Mizoram,2020-11-02,0,2323,1,2757
Nagaland,2020-11-02,0,7535,39,9075
Odisha,2020-11-02,0,277564,1331,291825
Puducherry,2020-11-02,0,31345,595,35109
Punjab,2020-11-02,0,125566,4214,133975
Rajasthan,2020-11-02,0,181575,1917,198747
Sikkim,2020-11-02,0,3651,73,3958
Tamil Nadu,2020-11-02,0,694880,11152,727026
Telangana,2020-11-02,0,221992,1348,240970
Tripura,2020-11-02,0,29234,348,30852
Uttarakhand,2020-11-02,0,57609,1027,62550
Uttar Pradesh,2020-11-02,0,453458,7051,483832
West Bengal,2020-11-02,0,333990,6900,377651
Andaman and Nicobar Islands,2020-11-03,0,4132,60,4352
Andhra Pradesh,2020-11-03,0,798625,6719,827882
Arunachal Pradesh,2020-11-03,0,13238,38,14998
Assam,2020-11-03,0,197569,932,206982
Bihar,2020-11-03,0,209582,1101,217277
Chandigarh,2020-11-03,0,13708,227,14528
Chhattisgarh,2020-11-03,0,166391,2208,190513
Dadra and Nagar Haveli and Daman and Diu,2020-11-03,0,3221,2,3257
Delhi,2020-11-03,0,356459,6604,396371
Goa,2020-11-03,0,41123,616,43954
Gujarat,2020-11-03,0,158114,3725,174517
Haryana,2020-11-03,0,155717,1810,170446
Himachal Pradesh,2020-11-03,0,19304,336,22598
Jammu and Kashmir,2020-11-03,0,88140,1490,95710
Jharkhand,2020-11-03,0,96485,886,102490
Karnataka,2020-11-03,0,773595,11221,829640
Kerala,2020-11-03,0,355943,1533,444268
Ladakh,2020-11-03,0,5671,76,6357
Madhya Pradesh,2020-11-03,0,161454,2965,172717
Maharashtra,2020-11-03,0,1524304,44128,1687784
Manipur,2020-11-03,0,15343,180,19091
Meghalaya,2020-11-03,0,8579,90,9678
Mizoram,2020-11-03,0,2347,1,2792
Nagaland,2020-11-03,0,7689,42,9096
Odisha,2020-11-03,0,279091,1340,293214
Puducherry,2020-11-03,0,31827,595,35178
Punjab,2020-11-03,0,125961,4227,134371
Rajasthan,2020-11-03,0,182680,1926,200495
Sikkim,2020-11-03,0,3655,73,3967
Tamil Nadu,2020-11-03,0,698820,11183,729507
Telangana,2020-11-03,0,223413,1351,242506
Tripura,2020-11-03,0,29318,350,30989
Uttarakhand,2020-11-03,0,58050,1029,62881
Uttar Pradesh,2020-11-03,0,455498,7076,485609
West Bengal,2020-11-03,0,338075,6957,381608
Andaman and Nicobar Islands,2020-11-04,0,4153,60,4372
Andhra Pradesh,2020-11-04,0,802325,6734,830731
Arunachal Pradesh,2020-11-04,0,13367,42,15083
Assam,2020-11-04,0,198042,934,207361
Bihar,2020-11-04,0,210672,1108,218203
Chandigarh,2020-11-04,0,13751,228,14608
Chhattisgarh,2020-11-04,0,168201,2266,192237
Dadra and Nagar Haveli and Daman and Diu,2020-11-04,0,3225,2,3257
Delhi,2020-11-04,0,360069,6652,403096
Goa,2020-11-04,0,41362,618,44189
Gujarat,2020-11-04,0,159311,3731,175471
Haryana,2020-11-04,0,156975,1817,172130
Himachal Pradesh,2020-11-04,0,19469,344,22932
Jammu and Kashmir,2020-11-04,0,88718,1502,96188
Jharkhand,2020-11-04,0,96975,891,102887
Karnataka,2020-11-04,0,780735,11247,832396
Kerala,2020-11-04,0,364745,1559,451130
Ladakh,2020-11-04,0,5701,76,6441
Madhya Pradesh,2020-11-04,0,162366,2974,173384
Maharashtra,2020-11-04,0,1531277,44248,1692693
Manipur,2020-11-04,0,15460,184,19241
Meghalaya,2020-11-04,0,8680,90,9741
Mizoram,2020-11-04,0,2376,1,2893
Nagaland,2020-11-04,0,7869,42,9151
Odisha,2020-11-04,0,280553,1352,294415
Puducherry,2020-11-04,0,32284,596,35325
Punjab,2020-11-04,0,126315,4245,134786
Rajasthan,2020-11-04,0,183899,1936,202220
Sikkim,2020-11-04,0,3660,73,4004
Tamil Nadu,2020-11-04,0,701527,11214,731942
Telangana,2020-11-04,0,224686,1357,244143
Tripura,2020-11-04,0,29430,353,31105
Uttarakhand,2020-11-04,0,58459,1033,63197
Uttar Pradesh,2020-11-04,0,457708,7089,487335
West Bengal,2020-11-04,0,342133,7013,385589
Andaman and Nicobar Islands,2020-11-05,0,4163,60,4389
Andhra Pradesh,2020-11-05,0,805026,6744,833208
Arunachal Pradesh,2020-11-05,0,13472,43,15160
Assam,2020-11-05,0,198697,934,207741
Bihar,2020-11-05,0,211398,1113,218605
Chandigarh,2020-11-05,0,13802,229,14702
Chhattisgarh,2020-11-05,0,169410,2316,194499
Dadra and Nagar Haveli and Daman and Diu,2020-11-05,0,3228,2,3262
Delhi,2020-11-05,0,365866,6703,409938
Goa,2020-11-05,0,41611,626,44372
Gujarat,2020-11-05,0,160333,3737,176446
Haryana,2020-11-05,0,158136,1836,174082
Himachal Pradesh,2020-11-05,0,19579,355,23365
Jammu and Kashmir,2020-11-05,0,89254,1511,96700
Jharkhand,2020-11-05,0,97480,894,103188
Karnataka,2020-11-05,0,788780,11281,835773
Kerala,2020-11-05,0,372951,1587,459646
Ladakh,2020-11-05,0,5772,79,6553
Madhya Pradesh,2020-11-05,0,163250,2987,174091
Maharashtra,2020-11-05,0,1540005,44548,1698198
Manipur,2020-11-05,0,15618,187,19503
Meghalaya,2020-11-05,0,8752,90,9801
Mizoram,2020-11-05,0,2435,2,2958
Nagaland,2020-11-05,0,8017,44,9207
Odisha,2020-11-05,0,282073,1364,295889
Puducherry,2020-11-05,0,32703,597,35429
Punjab,2020-11-05,0,126583,4259,135313
Rajasthan,2020-11-05,0,185722,1945,203990
Sikkim,2020-11-05,0,3740,73,4067
Tamil Nadu,2020-11-05,0,704031,11244,734429
Telangana,2020-11-05,0,225664,1362,245682
Tripura,2020-11-05,0,29545,353,31237
Uttarakhand,2020-11-05,0,58729,1038,63585
Uttar Pradesh,2020-11-05,0,459722,7104,489502
West Bengal,2020-11-05,0,346262,7068,389576
Andaman and Nicobar Islands,2020-11-06,0,4175,60,4403
Andhra Pradesh,2020-11-06,0,807318,6757,835953
Arunachal Pradesh,2020-11-06,0,13580,43,15244
Assam,2020-11-06,0,199458,934,208054
Bihar,2020-11-06,0,211872,1121,219349
Chandigarh,2020-11-06,0,13862,229,14794
Chhattisgarh,2020-11-06,0,170760,2360,196233
Dadra and Nagar Haveli and Daman and Diu,2020-11-06,0,3230,2,3268
Delhi,2020-11-06,0,371155,6769,416653
Goa,2020-11-06,0,41849,630,44544
Gujarat,2020-11-06,0,161388,3744,177436
Haryana,2020-11-06,0,159643,1859,176146
Himachal Pradesh,2020-11-06,0,19780,361,23809
Jammu and Kashmir,2020-11-06,0,89905,1517,97224
Jharkhand,2020-11-06,0,97964,894,103543
Karnataka,2020-11-06,0,794503,11312,838929
Kerala,2020-11-06,0,380650,1613,466466
Ladakh,2020-11-06,0,5802,79,6633
Madhya Pradesh,2020-11-06,0,164067,2992,174825
Maharashtra,2020-11-06,0,1551282,44804,1703444
Manipur,2020-11-06,0,15750,189,19725
Meghalaya,2020-11-06,0,8813,91,9893
Mizoram,2020-11-06,0,2473,2,2990
Nagaland,2020-11-06,0,8161,45,9264
Odisha,2020-11-06,0,283533,1378,297274
Puducherry,2020-11-06,0,33123,597,35550
Punjab,2020-11-06,0,126932,4281,135834
Rajasthan,2020-11-06,0,187544,1955,205800
Sikkim,2020-11-06,0,3778,75,4093
Tamil Nadu,2020-11-06,0,706444,11272,736777
Telangana,2020-11-06,0,226646,1366,247284
Tripura,2020-11-06,0,29666,354,31347
Uttarakhand,2020-11-06,0,59338,1047,64065
Uttar Pradesh,2020-11-06,0,461073,7131,491354
West Bengal,2020-11-06,0,350449,7122,393524
Andaman and Nicobar Islands,2020-11-07,0,4194,60,4420
Andhra Pradesh,2020-11-07,0,809770,6768,838363
Arunachal Pradesh,2020-11-07,0,13679,43,15325
Assam,2020-11-07,0,200384,938,208389
Bihar,2020-11-07,0,212452,1129,220099
Chandigarh,2020-11-07,0,13925,230,14927
Chhattisgarh,2020-11-07,0,172513,2412,197991
Dadra and Nagar Haveli and Daman and Diu,2020-11-07,0,3233,2,3272
Delhi,2020-11-07,0,377276,6833,423831
Goa,2020-11-07,0,42056,633,44747
Gujarat,2020-11-07,0,162709,3748,178471
Haryana,2020-11-07,0,161176,1880,178413
Himachal Pradesh,2020-11-07,0,20033,361,24239
Jammu and Kashmir,2020-11-07,0,90537,1523,97805
Jharkhand,2020-11-07,0,98365,895,103899
Karnataka,2020-11-07,0,797204,11347,841889
Kerala,2020-11-07,0,388504,1640,473468
Ladakh,2020-11-07,0,5854,80,6718
Madhya Pradesh,2020-11-07,0,164923,3004,175603
Maharashtra,2020-11-07,0,1562342,44965,1710314
Manipur,2020-11-07,0,16092,191,19891
Meghalaya,2020-11-07,0,8904,91,9979
Mizoram,2020-11-07,0,2485,2,3032
Nagaland,2020-11-07,0,8282,45,9327
Odisha,2020-11-07,0,285174,1393,298768
Puducherry,2020-11-07,0,33437,598,35675
Punjab,2020-11-07,0,127304,4295,136481
Rajasthan,2020-11-07,0,189354,1966,207597
Sikkim,2020-11-07,0,3786,75,4144
Tamil Nadu,2020-11-07,0,708846,11299,739147
Telangana,2020-11-07,0,227583,1372,248891
Tripura,2020-11-07,0,29792,356,31434
Uttarakhand,2020-11-07,0,59746,1056,64538
Uttar Pradesh,2020-11-07,0,463240,7155,493527
West Bengal,2020-11-07,0,354732,7177,397466
Andaman and Nicobar Islands,2020-11-08,0,4206,60,4441
Andhra Pradesh,2020-11-08,0,812517,6779,840730
Arunachal Pradesh,2020-11-08,0,13785,45,15389
Assam,2020-11-08,0,200939,940,208637
Bihar,2020-11-08,0,213513,1136,220936
Chandigarh,2020-11-08,0,13978,232,15025
Chhattisgarh,2020-11-08,0,173872,2434,199562
Dadra and Nagar Haveli and Daman and Diu,2020-11-08,0,3239,2,3273
Delhi,2020-11-08,0,383614,6912,430784
Goa,2020-11-08,0,42239,641,44916
Gujarat,2020-11-08,0,163640,3753,179517
Haryana,2020-11-08,0,162814,1897,180424
Himachal Pradesh,2020-11-08,0,20243,371,24812
Jammu and Kashmir,2020-11-08,0,91225,1528,98337
Jharkhand,2020-11-08,0,98776,897,104239
Karnataka,2020-11-08,0,799439,11369,844147
Kerala,2020-11-08,0,395624,1668,480669
Ladakh,2020-11-08,0,5894,80,6790
Madhya Pradesh,2020-11-08,0,165715,3017,176468
Maharashtra,2020-11-08,0,1569090,45115,1714273
Manipur,2020-11-08,0,16714,194,20131
Meghalaya,2020-11-08,0,8959,93,10047
Mizoram,2020-11-08,0,2526,2,3090
Nagaland,2020-11-08,0,8336,45,9455
Odisha,2020-11-08,0,286857,1410,300140
Puducherry,2020-11-08,0,33932,600,35744
Punjab,2020-11-08,0,127821,4310,136958
Rajasthan,2020-11-08,0,191132,1979,209438
Sikkim,2020-11-08,0,3805,76,4195
Tamil Nadu,2020-11-08,0,711198,11324,741488
Telangana,2020-11-08,0,229064,1377,250331
Tripura,2020-11-08,0,29858,357,31517
Uttarakhand,2020-11-08,0,60083,1063,65036
Uttar Pradesh,2020-11-08,0,465250,7180,495421
West Bengal,2020-11-08,0,359071,7235,401394
Andaman and Nicobar Islands,2020-11-09,0,4221,60,4450
Andhra Pradesh,2020-11-09,0,814773,6791,842967
Arunachal Pradesh,2020-11-09,0,13881,46,15436
Assam,2020-11-09,0,201334,943,208789
Bihar,2020-11-09,0,214207,1144,221624
Chandigarh,2020-11-09,0,14024,234,15134
Chhattisgarh,2020-11-09,0,176129,2447,200937
Dadra and Nagar Haveli and Daman and Diu,2020-11-09,0,3246,2,3274
Delhi,2020-11-09,0,389683,6989,438529
Goa,2020-11-09,0,42446,643,45065
Gujarat,2020-11-09,0,164459,3760,180537
Haryana,2020-11-09,0,164444,1912,182804
Himachal Pradesh,2020-11-09,0,20393,377,25486
Jammu and Kashmir,2020-11-09,0,91681,1533,98892
Jharkhand,2020-11-09,0,99074,897,104442
Karnataka,2020-11-09,0,801799,11391,846887
Kerala,2020-11-09,0,402477,1692,486109
Ladakh,2020-11-09,0,5960,84,6809
Madhya Pradesh,2020-11-09,0,166403,3028,177359
Maharashtra,2020-11-09,0,1577322,45240,1719858
Manipur,2020-11-09,0,17072,197,20376
Meghalaya,2020-11-09,0,9075,93,10202
Mizoram,2020-11-09,0,2618,2,3096
Nagaland,2020-11-09,0,8440,46,9474
Odisha,2020-11-09,0,288168,1425,301574
Puducherry,2020-11-09,0,34067,601,35838
Punjab,2020-11-09,0,128217,4318,137445
Rajasthan,2020-11-09,0,192945,1989,211310
Sikkim,2020-11-09,0,3894,78,4245
Tamil Nadu,2020-11-09,0,713584,11344,743822
Telangana,2020-11-09,0,230568,1381,251188
Tripura,2020-11-09,0,29965,359,31543
Uttarakhand,2020-11-09,0,60242,1065,65279
Uttar Pradesh,2020-11-09,0,467108,7206,497563
West Bengal,2020-11-09,0,363454,7294,405314
Andaman and Nicobar Islands,2020-11-10,0,4239,60,4463
Andhra Pradesh,2020-11-10,0,816322,6802,844359
Arunachal Pradesh,2020-11-10,0,13966,46,15484
Assam,2020-11-10,0,201842,947,209117
Bihar,2020-11-10,0,215263,1151,222917
Chandigarh,2020-11-10,0,14110,237,15249
Chhattisgarh,2020-11-10,0,178838,2464,202523
Dadra and Nagar Haveli and Daman and Diu,2020-11-10,0,3249,2,3274
Delhi,2020-11-10,0,396697,7060,443552
Goa,2020-11-10,0,42678,647,45209
Gujarat,2020-11-10,0,165452,3765,181508
Haryana,2020-11-10,0,166595,1919,185231
Himachal Pradesh,2020-11-10,0,20621,384,26197
Jammu and Kashmir,2020-11-10,0,92245,1542,99352
Jharkhand,2020-11-10,0,99532,905,104688
Karnataka,2020-11-10,0,804485,11410,848850
Kerala,2020-11-10,0,408460,1714,489702
Ladakh,2020-11-10,0,6003,85,6934
Madhya Pradesh,2020-11-10,0,167084,3034,178168
Maharashtra,2020-11-10,0,1581373,45325,1723135
Manipur,2020-11-10,0,17259,198,20558
Meghalaya,2020-11-10,0,9112,94,10230
Mizoram,2020-11-10,0,2656,2,3156
Nagaland,2020-11-10,0,8513,46,9503
Odisha,2020-11-10,0,289689,1441,302793
Puducherry,2020-11-10,0,34212,602,35900
Punjab,2020-11-10,0,128727,4338,137999
Rajasthan,2020-11-10,0,194629,1998,213169
Sikkim,2020-11-10,0,3910,79,4257
Tamil Nadu,2020-11-10,0,715892,11362,746079
Telangana,2020-11-10,0,232489,1385,252455
Tripura,2020-11-10,0,30009,359,31622
Uttarakhand,2020-11-10,0,60453,1075,65677
Uttar Pradesh,2020-11-10,0,469003,7231,499199
West Bengal,2020-11-10,0,367850,7350,409221
Andaman and Nicobar Islands,2020-11-11,0,4255,60,4477
Andhra Pradesh,2020-11-11,0,818473,6814,846245
Arunachal Pradesh,2020-11-11,0,14051,46,15581
Assam,2020-11-11,0,202471,952,209388
Bihar,2020-11-11,0,216097,1156,223346
Chandigarh,2020-11-11,0,14176,241,15339
Chhattisgarh,2020-11-11,0,180995,2482,204202
Dadra and Nagar Haveli and Daman and Diu,2020-11-11,0,3253,2,3275
Delhi,2020-11-11,0,402854,7143,451382
Goa,2020-11-11,0,42877,651,45389
Gujarat,2020-11-11,0,166331,3770,182557
Haryana,2020-11-11,0,168421,1935,187777
Himachal Pradesh,2020-11-11,0,21047,396,26808
Jammu and Kashmir,2020-11-11,0,92880,1549,99844
Jharkhand,2020-11-11,0,99988,910,104940
Karnataka,2020-11-11,0,808700,11430,851212
Kerala,2020-11-11,0,415158,1742,495712
Ladakh,2020-11-11,0,6058,85,7063
Madhya Pradesh,2020-11-11,0,167877,3042,179068
Maharashtra,2020-11-11,0,1588091,45435,1726926
Manipur,2020-11-11,0,17534,200,20777
Meghalaya,2020-11-11,0,9241,94,10296
Mizoram,2020-11-11,0,2686,2,3217
Nagaland,2020-11-11,0,8597,50,9536
Odisha,2020-11-11,0,291137,1454,303780
Puducherry,2020-11-11,0,34325,604,36000
Punjab,2020-11-11,0,129089,4358,138485
Rajasthan,2020-11-11,0,196338,2008,215071
Sikkim,2020-11-11,0,3923,80,4308
Tamil Nadu,2020-11-11,0,718129,11387,748225
Telangana,2020-11-11,0,234234,1390,253651
Tripura,2020-11-11,0,30058,359,31706
Uttarakhand,2020-11-11,0,60970,1080,66005
Uttar Pradesh,2020-11-11,0,471204,7261,501311
West Bengal,2020-11-11,0,372265,7403,413112
Andaman and Nicobar Islands,2020-11-12,0,4267,60,4494
Andhra Pradesh,2020-11-12,0,820234,6828,847977
Arunachal Pradesh,2020-11-12,0,14126,46,15657
Assam,2020-11-12,0,203308,954,209633
Bihar,2020-11-12,0,216940,1162,223917
Chandigarh,2020-11-12,0,14233,243,15434
Chhattisgarh,2020-11-12,0,183190,2507,205923
Dadra and Nagar Haveli and Daman and Diu,2020-11-12,0,3255,2,3275
Delhi,2020-11-12,0,410118,7228,459975
Goa,2020-11-12,0,43029,656,45498
Gujarat,2020-11-12,0,167683,3776,183682
Haryana,2020-11-12,0,170250,1960,190323
Himachal Pradesh,2020-11-12,0,21408,405,27418
Jammu and Kashmir,2020-11-12,0,93313,1558,100351
Jharkhand,2020-11-12,0,100302,913,105224
Karnataka,2020-11-12,0,811581,11453,853796
Kerala,2020-11-12,0,422410,1771,502719
Ladakh,2020-11-12,0,6118,86,7134
Madhya Pradesh,2020-11-12,0,168568,3055,179951
Maharashtra,2020-11-12,0,1597255,45560,1731833
Manipur,2020-11-12,0,17698,202,20950
Meghalaya,2020-11-12,0,9312,94,10368
Mizoram,2020-11-12,0,2688,2,3242
Nagaland,2020-11-12,0,8687,50,9578
Odisha,2020-11-12,0,292477,1469,305000
Puducherry,2020-11-12,0,34432,605,36114
Punjab,2020-11-12,0,129549,4389,139184
Rajasthan,2020-11-12,0,198139,2019,217151
Sikkim,2020-11-12,0,3971,82,4344
Tamil Nadu,2020-11-12,0,720339,11415,750409
Telangana,2020-11-12,0,235950,1393,254666
Tripura,2020-11-12,0,30208,359,31765
Uttarakhand,2020-11-12,0,61451,1086,66788
Uttar Pradesh,2020-11-12,0,473316,7281,503159
West Bengal,2020-11-12,0,376696,7452,416984
Andaman and Nicobar Islands,2020-11-13,0,4282,61,4507
Andhra Pradesh,2020-11-13,0,822011,6837,849705
Arunachal Pradesh,2020-11-13,0,14214,47,15701
Assam,2020-11-13,0,204079,957,209835
Bihar,2020-11-13,0,217594,1167,224524
Chandigarh,2020-11-13,0,14297,244,15543
Chhattisgarh,2020-11-13,0,185152,2527,207740
Dadra and Nagar Haveli and Daman and Diu,2020-11-13,0,3255,2,3278
Delhi,2020-11-13,0,416580,7332,467028
Goa,2020-11-13,0,43221,656,45605
Gujarat,2020-11-13,0,168858,3785,184964
Haryana,2020-11-13,0,172265,1979,193111
Himachal Pradesh,2020-11-13,0,21607,411,28183
Jammu and Kashmir,2020-11-13,0,93824,1566,100968
Jharkhand,2020-11-13,0,100908,917,105493
Karnataka,2020-11-13,0,814949,11474,855912
Kerala,2020-11-13,0,428529,1796,508256
